date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:18:27	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.1aa.delayed	(from https://www.luxasia.com/brand/beautyblender/)
03:18:27	509703/509703	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202019%2011:55:25%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/46218889_10156975045598969_8291076796015706112_n.png	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/46218889_10156975045598969_8291076796015706112_n.png	(from https://www.luxasia.com/brand/beautyblender/)
03:18:27	74102/74102	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:54:59%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/39313069_10156757770923969_2888388437390393344_n.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/39313069_10156757770923969_2888388437390393344_n.jpg	(from https://www.luxasia.com/brand/beautyblender/)
03:18:28	16949/16949	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:57:25%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Brow_Collection_group_c_cmyk-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Brow_Collection_group_c_cmyk-150x150.jpg	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:28	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?7663161	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style3d1d.css	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:28	9436/9436	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:22:56%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Maggie_Annie_123_2560x1600-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Maggie_Annie_123_2560x1600-150x150.jpg	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:28	124745/124745	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:55:42%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/52527182_10157191081923969_4957800583655325696_n.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/52527182_10157191081923969_4957800583655325696_n.jpg	(from https://www.luxasia.com/brand/beautyblender/)
03:18:28	15047/15047	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:40:51%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/tint_hydrator_group_cmyk-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/tint_hydrator_group_cmyk-150x150.jpg	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:28	6334/6334	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:43:05%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/wedding_hero_RGB-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/wedding_hero_RGB-150x150.jpg	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:30	57350/57350	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:40:49%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/tint_hydrator_group_cmyk-1024x575.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/tint_hydrator_group_cmyk-1024x575.jpg	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:30	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.1b4.delayed	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:30	177938/177938	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:22:56%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Maggie_Annie_123_2560x1600-1024x640.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Maggie_Annie_123_2560x1600-1024x640.jpg	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:30	89266/89266	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:43:04%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/wedding_hero_RGB-1024x600.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/wedding_hero_RGB-1024x600.jpg	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:31	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?6976638	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style51f6.css	(from https://www.luxasia.com/brand/berdoues/)
03:18:31	331814/331814	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:57:24%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Brow_Collection_group_c_cmyk-1024x764.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Brow_Collection_group_c_cmyk-1024x764.jpg	(from https://www.luxasia.com/brand/benefit-cosmetics/)
03:18:31	6383/6383	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:58:57%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/BEST-SELLER-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/BEST-SELLER-150x150.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:31	5016/5016	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:44:40%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/PFC900243_ASSAM-OF-INDIA_ambiance-1-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/PFC900243_ASSAM-OF-INDIA_ambiance-1-150x150.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:32	5772/5772	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:44:35%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/PENG-LAI_SOMEI-YOSHINO_instagram-4-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/PENG-LAI_SOMEI-YOSHINO_instagram-4-150x150.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:32	26551/26551	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:49:33%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/VISUEL_SOMEI_YOSHINO_PRINT-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/VISUEL_SOMEI_YOSHINO_PRINT-150x150.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:33	5839/5839	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:47:07%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/SOMEI-YOSHINO_instagram-9-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/SOMEI-YOSHINO_instagram-9-150x150.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:33	26207/26207	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:49:08%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/VISUEL_PENG_LAI_PRINT_VGCPL_P-1-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/VISUEL_PENG_LAI_PRINT_VGCPL_P-1-150x150.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:34	133603/133603	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:58:56%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/BEST-SELLER-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/BEST-SELLER-1024x1024.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:34	86187/86187	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:44:44%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/PFC900243_ASSAM-OF-INDIA_ambiance-1-914x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/PFC900243_ASSAM-OF-INDIA_ambiance-1-914x1024.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:35	87929/87929	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:44:39%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/PENG-LAI_SOMEI-YOSHINO_instagram-4-697x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/PENG-LAI_SOMEI-YOSHINO_instagram-4-697x1024.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:35	73018/73018	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:47:08%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/SOMEI-YOSHINO_instagram-9-1024x683.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/SOMEI-YOSHINO_instagram-9-1024x683.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:35	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.1c2.delayed	(from https://www.luxasia.com/brand/berdoues/)
03:18:36	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?3476694	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/stylebb70.css	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:36	462198/462198	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:49:36%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/VISUEL_SOMEI_YOSHINO_PRINT-724x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/VISUEL_SOMEI_YOSHINO_PRINT-724x1024.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:36	5290/5290	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:55:00%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/4-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/4-150x150.jpg	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:37	5156/5156	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:43:23%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/never-spring0249-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/never-spring0249-150x150.jpg	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:37	4447/4447	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:58:47%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/BB_DR_RAIN_COMBO-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/BB_DR_RAIN_COMBO-150x150.jpg	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:37	3177/3177	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:00:54%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Edp-collection-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Edp-collection-150x150.jpg	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:38	2259024/2259024	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:49:21%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/VISUEL_PENG_LAI_PRINT_VGCPL_P-1-724x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/VISUEL_PENG_LAI_PRINT_VGCPL_P-1-724x1024.jpg	(from https://www.luxasia.com/brand/berdoues/)
03:18:39	56655/56655	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:43:22%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/never-spring0249-1024x671.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/never-spring0249-1024x671.jpg	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:39	97345/97345	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:55:00%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/4-1024x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/4-1024x1024.jpg	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:39	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.1cc.delayed	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:39	35380/35380	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2012:00:54%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/Edp-collection-1024x689.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/Edp-collection-1024x689.jpg	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:39	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?7505192	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style6e15.css	(from https://www.luxasia.com/brand/bkr/)
03:18:39	98587/98587	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:58:46%20GMT	https://www.luxasia.com/wp-content/uploads/2019/07/BB_DR_RAIN_COMBO-1024x682.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/07/BB_DR_RAIN_COMBO-1024x682.jpg	(from https://www.luxasia.com/brand/bjork-berries/)
03:18:39	1894/1894	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:49:36%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/air-kiss-500ml-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/air-kiss-500ml-150x150.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:40	2233/2233	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:30%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/FifthAve-500ml-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/FifthAve-500ml-150x150.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:40	1697/1697	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:11:35%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/grace-250ml-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/grace-250ml-150x150.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:40	2137/2137	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:25:40%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Naked-1L-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Naked-1L-150x150.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:41	1990/1990	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:28:43%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/pepper-1L-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/pepper-1L-150x150.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:41	1304/1304	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:43:08%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/winter_500-ml-1-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/winter_500-ml-1-150x150.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:41	16314/16314	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:49:38%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/air-kiss-500ml-636x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/air-kiss-500ml-636x1024.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:42	19150/19150	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:08:32%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/FifthAve-500ml-636x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/FifthAve-500ml-636x1024.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:42	14404/14404	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:11:36%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/grace-250ml-636x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/grace-250ml-636x1024.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:43	22708/22708	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:25:42%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Naked-1L-636x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Naked-1L-636x1024.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:43	21099/21099	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:28:44%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/pepper-1L-636x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/pepper-1L-636x1024.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:43	12225/12225	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2011:43:10%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/winter_500-ml-1-636x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/winter_500-ml-1-636x1024.jpg	(from https://www.luxasia.com/brand/bkr/)
03:18:43	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.1da.delayed	(from https://www.luxasia.com/brand/bkr/)
03:18:44	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?7670588	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style6d82.css	(from https://www.luxasia.com/brand/bodyography/)
03:18:44	6049/6049	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:30%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Bodyography-1-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Bodyography-1-150x150.jpg	(from https://www.luxasia.com/brand/bodyography/)
03:18:44	5361/5361	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:32%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Bodyography-2-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Bodyography-2-150x150.jpg	(from https://www.luxasia.com/brand/bodyography/)
03:18:44	3947/3947	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:38%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Bodyography-3-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Bodyography-3-150x150.jpg	(from https://www.luxasia.com/brand/bodyography/)
03:18:45	28681/28681	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:31%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Bodyography-1.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Bodyography-1.jpg	(from https://www.luxasia.com/brand/bodyography/)
03:18:45	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.1e2.delayed	(from https://www.luxasia.com/brand/bodyography/)
03:18:46	58902/58902	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:37%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Bodyography-3-1024x991.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Bodyography-3-1024x991.jpg	(from https://www.luxasia.com/brand/bodyography/)
03:18:46	142374/142374	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:35%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Bodyography-2-958x1024.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Bodyography-2-958x1024.jpg	(from https://www.luxasia.com/brand/bodyography/)
03:18:48	2921/2921	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:45%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Bottega-Pour-homme_single-bottle-shot-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Bottega-Pour-homme_single-bottle-shot-150x150.jpg	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:48	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?2392645	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style390a.css	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:48	3836/3836	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:55:29%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/BRAND_BOTTEGA_2-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/BRAND_BOTTEGA_2-150x150.jpg	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:48	4693/4693	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:57:45%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/BTG-deluxe-collection-set-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/BTG-deluxe-collection-set-150x150.jpg	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:50	20072/20072	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2019%20May%202020%2021:48:48%20GMT	https://www.luxasia.com/brand/bottega-veneta/bottegavenetaparfum.com	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/brand/bottega-veneta/bottegavenetaparfum.com	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:50	26592/26592	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:44%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/Bottega-Pour-homme_single-bottle-shot-1024x640.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/Bottega-Pour-homme_single-bottle-shot-1024x640.jpg	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:51	37078/37078	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:55:28%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/BRAND_BOTTEGA_2-1024x640.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/BRAND_BOTTEGA_2-1024x640.jpg	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:52	0/-1	---M--	301	error ('')			https://www.luxasia.com/talents	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/talents.1eb.delayed	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:52	56485/56485	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:57:46%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/BTG-deluxe-collection-set-1024x640.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/BTG-deluxe-collection-set-1024x640.jpg	(from https://www.luxasia.com/brand/bottega-veneta/)
03:18:52	228581/228581	---M-Z	200	added ('OK')	text/css	date:Wed,%2011%20Dec%202019%2015:37:08%20GMT	https://www.luxasia.com/wp-content/themes/luxasia/assets/style.css?6032124	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/themes/luxasia/assets/style44b4.css	(from https://www.luxasia.com/brand/boucheron/)
03:18:52	15201/15201	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Aug%202019%2010:54:08%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/BN007A01_BOUCHERON_QUATRE-FEMME_100ml-150x150.png	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/BN007A01_BOUCHERON_QUATRE-FEMME_100ml-150x150.png	(from https://www.luxasia.com/brand/boucheron/)
03:18:53	3438/3438	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2010:54:14%20GMT	https://www.luxasia.com/wp-content/uploads/2019/05/BN008A01_BOUCHERON_QUATRE_HOMME_100ML-150x150.jpg	D:/xampp/htdocs/Atlancey/luxasia/www.luxasia.com/wp-content/uploads/2019/05/BN008A01_BOUCHERON_QUATRE_HOMME_100ML-150x150.jpg	(from https://www.luxasia.com/brand/boucheron/)
